Reg	St	Site Name                                                                		Site ID	EPA ID	Address	City	Zip	County			FF?	Latitude	Longitude	Final Date
?04?	TN	MEMPHIS DEFENSE DEPOT (DLA)		?0404159?	TN4210020570	2163 AIRWAYS BLVD 	MEMPHIS	38114	SHELBY			Y	?+35.093330?	?-90.003330? 	10/14/1992
?04?	TN	MILAN ARMY AMMUNITION PLANT		?0404147?	TN0210020582	HWY 104 	MILAN	38358	CARROLL			Y	?+35.867780?	?-88.696110? 	7/22/1987
?04?	TN	MURRAY-OHIO DUMP		?0404004?	TND980728836	GLENN SPRINGS RD 	LAWRENCEBURG	38464	LAWRENCE			N	?+35.227500?	?-87.361110? 	9/8/1983
?04?	TN	OAK RIDGE RESERVATION (USDOE)		?0404152?	TN1890090003	BETHEL VALLEY ROAD 	OAK RIDGE	37830				Y	?+35.924710?	?-84.390130? 	11/21/1989
?04?	TN	ROSS METALS INC.		?0403822?	TND096070396	100 N RAILROAD STREET 	ROSSVILLE	38066	FAYETTE			N	?+35.049160?	?-89.548610? 	4/1/1997
?04?	TN	SMALLEY-PIPER		?0407378?	TNN000407378	695 W. HIGHWAY 72 	COLLIERVILLE	38017	SHELBY			N	?+35.044440?	?-89.685830? 	4/27/2005
?04?	TN	SMOKEY MOUNTAIN SMELTERS		?0406753?	TND098071061	1508 MARYVILLE PIKE 	KNOXVILLE	37920	KNOX			N	?+35.919167?	?-83.926668? 	9/29/2010
?04?	TN	TENNESSEE PRODUCTS		?0403765?	TND071516959	Postal Address is unavailable for the Site 	CHATTANOOGA	37410	HAMILTON			N	?+34.998880?	?-85.314440? 	9/29/1995
?04?	TN	VELSICOL CHEMICAL CORP. (HARDEMAN COUNTY)		?0403886?	TND980559033	TOONE-TEAGUE RD 	TOONE	38381	HARDEMAN			N	?+35.381930?	?-88.926380? 	9/8/1983
?04?	TN	"WALKER MACHINE PRODUCTS, INC."		?0410124?	TNN000410124	459 WASHINGTON STREET 	COLLIERVILLE	38017	SHELBY			N	?+35.041590?	?-89.653470? 	5/12/2014
?04?	TN	WRIGLEY CHARCOAL PLANT		?0404043?	TND980844781	OLD CHARCOAL RD 1 MI S OF LYLE 	WRIGLEY	37098	HICKMAN			N	?+35.902500?	?-87.353190? 	3/31/1989
?05?	IL	"ACME SOLVENT RECLAIMING, INC. (MORRISTOWN PLANT)"		?0500357?	ILD053219259	EAST OF LINDENWOOD RD 	MORRISTOWN	61109	WINNEBAGO			N	?+42.157700?	?-89.045500? 	9/8/1983
?05?	IL	ADAMS COUNTY QUINCY LANDFILLS 2&3		?0500656?	ILD980607055	2 MILES NORTH OF BURTON TWP 1/2 MI WEST 	QUINCY	62301	ADAMS			N	?+39.929440?	?-91.268470? 	8/30/1990
?05?	IL	AMOCO CHEMICALS (JOLIET LANDFILL)		?0500125?	ILD002994259	ROUTE 6 NEAR ROUTE 66 	JOLIET	60434	WILL			N	?+41.441660?	?-88.172780? 	2/21/1990
?05?	IL	ASARCO TAYLOR SPRINGS		?0508170?	ILN000508170	PUBLIC ROAD AND BROADWAY STREET 	TAYLOR SPRINGS	62089	MONTGOMERY			N	?+39.130667?	?-89.494989? 	9/27/2006
?05?	IL	BAUTSCH-GRAY MINE		?0510407?	ILN000510407	1000 SOUTH BLACKJACK ROAD 	GALENA	61036	JO DAVIESS			N	?+42.355556?	?-090.399722? 	9/18/2012
?05?	IL	BELOIT CORP.		?0500272?	ILD021440375	1165 PRAIRIE HILL RD 	ROCKTON	61072	WINNEBAGO			N	?+42.468610?	?-89.065550? 	8/30/1990
?05?	IL	BYRON SALVAGE YARD		?0500261?	ILD010236230	NW1/4 SEC 13 T24N R10E 	BYRON	61010	OGLE			N	?+42.081660?	?-89.295830? 	9/8/1983
?05?	IL	CENTRAL ILLINOIS PUBLIC SERVICE CO.		?0501082?	ILD981781065	SOUTH WEBSTER STREET 	TAYLORVILLE	62568	CHRISTIAN			N	?+39.540400?	?-89.297500? 	8/30/1990
?05?	IL	CHEMETCO		?0500342?	ILD048843809	3754 CHEMETCO LANE 	HARTFORD	62048	MADISON			N	?+38.835000?	?-090.095000? 	3/4/2010
?05?	IL	CROSS BROTHERS PAIL RECYCLING (PEMBROKE)		?0500754?	ILD980792303	ADDRESS UNREPORTED 	PEMBROKE TOWNSHIP	60944	KANKAKEE			N	?+41.090900?	?-87.589300? 	9/8/1983
?05?	IL	DEPUE/NEW JERSEY ZINC/MOBIL CHEMICAL CORP.		?0500396?	ILD062340641	DEPOT ST & MARQUETTE ST 	DEPUE	61356	BUREAU			N	?+41.327770?	?-89.304160? 	5/10/1999
?05?	IL	DUPAGE COUNTY LANDFILL/BLACKWELL FOREST PRESERVE		?0500606?	ILD980606305	ROUTE 56 	WARRENVILLE	60555	DUPAGE			N	?+41.832600?	?-88.178700? 	2/21/1990
?05?	IL	EAGLE ZINC CO DIV T L DIAMOND		?0500648?	ILD980606941	218 INDUSTRIAL PARK DRIVE 	HILLSBORO	62049	MONTGOMERY			N	?+39.166111?	?-89.473611? 	9/19/2007
?05?	IL	ESTECH GENERAL CHEMICAL COMPANY		?0500521?	ILD099213498	150 MARBLE STREET 	CALUMET CITY	60409	COOK			N	?+41.628303?	?-87.526905? 	9/30/2015
?05?	IL	GALESBURG/KOPPERS CO.		?0501154?	ILD990817991	HWY 41S PO BOX 1191 	GALESBURG	60401	KNOX			N	?+40.895830?	?-090.395830? 	9/8/1983
?05?	IL	H.O.D. LANDFILL		?0500581?	ILD980605836	55 MCMILLAN ROAD 	ANTIOCH	60002	LAKE			N	?+42.475300?	?-88.081900? 	2/21/1990
?05?	IL	HEGELER ZINC		?0508134?	ILN000508134	1 HEGELER LANE 	DANVILLE	61832	VERMILION			N	?+40.076320?	?-87.650090? 	4/27/2005
?05?	IL	INDIAN REFINERY-TEXACO LAWRENCEVILLE		?0500315?	ILD042671248	SOUTH SEVENTH STREET 	LAWRENCEVILLE	62439	LAWRENCE			N	?+38.715550?	?-87.682220? 	12/1/2000
?05?	IL	"INTERSTATE POLLUTION CONTROL, INC."		?0501164?	ILT180011975	NW OF MAGNOLIA & PEOPLES AVE 	ROCKFORD	61109	WINNEBAGO			N	?+42.241000?	?-89.098000? 	3/31/1989
?05?	IL	JENNISON-WRIGHT CORPORATION		?0500229?	ILD006282479	900 WEST 22ND ST 	GRANITE CITY	62040	MADISON			N	?+38.708330?	?-090.152500? 	6/17/1996
?05?	IL	JOHNS-MANVILLE CORP.		?0500197?	ILD005443544	GREENWOOD AVE 	WAUKEGAN	60085	LAKE			N	?+42.386660?	?-087.811660? 	9/8/1983
?05?	IL	JOLIET ARMY AMMUNITION PLANT (LOAD-ASSEMBLY-PACKING AREA)		?0501170?	IL0210090049	HWY 53 & ARSENAL AVE 	JOLIET	60434	WILL			Y	?+41.366200?	?-088.077200? 	3/13/1989
?05?	IL	JOLIET ARMY AMMUNITION PLANT (MANUFACTURING AREA)		?0501179?	IL7213820460	6MI S OF ELWOOD OFF RTE 53 	JOLIET	60434	WILL			Y	?+41.376200?	?-88.156300? 	7/22/1987
?05?	IL	KERR-MCGEE (KRESS CREEK/WEST BRANCH OF DUPAGE RIVER)		?0500760?	ILD980823991	"KRESS CREEK JUST EAST OF EJ&E RR TRACKS TO MCDOWELL DAM, W.BR.DUPAGE RIVER"	DUPAGE COUNTY	60185	DUPAGE			N	?+41.863610?	?-088.209300? 	2/11/1991
?05?	IL	KERR-MCGEE (RESIDENTIAL AREAS)		?0500762?	ILD980824015	ADJACENT TO PLT AT 258 ANN STREET 	WEST CHICAGO	60185	DUPAGE			N	?+41.878330?	?-088.207500? 	8/30/1990
?05?	IL	LAKE CALUMET CLUSTER		?0500078?	ILD000716852	122ND STREET AND STONY ISLAND AVENUE 	CHICAGO	60633	COOK			N	?+41.673936?	?-087.566689? 	3/4/2010
?05?	IL	LASALLE ELECTRIC UTILITIES		?0500755?	ILD980794333	ST VINCENT RD 	LA SALLE	61301	LA SALLE			N	?+41.354160?	?-089.097500? 	9/8/1983
?05?	IL	"LENZ OIL SERVICE, INC."		?0500199?	ILD005451711	RTE 83 & JEANE RD 	LEMONT	60439	DUPAGE			N	?+41.706800?	?-087.942200? 	10/4/1989
?05?	IL	MATTHIESSEN AND HEGELER ZINC COMPANY		?0507364?	IL0000064782	"PARTS OF SECT. 10, 11, 14 & 15, T33N-R1E "	LA SALLE	61301	LA SALLE			N	?+41.342150?	?-089.083060? 	9/29/2003
?05?	IL	MIG/DEWANE LANDFILL		?0500551?	ILD980497788	BUSINESS RTE 20E 	BELVIDERE	61008	BOONE			N	?+42.255910?	?-088.806940? 	8/30/1990
?05?	IL	NL INDUSTRIES/TARACORP LEAD SMELTER		?0500507?	ILD096731468	16TH & CLEVELAND BLVD 	GRANITE CITY	62040	MADISON			N	?+38.695000?	?-090.158330? 	6/10/1986
?05?	IL	OLD AMERICAN ZINC PLANT		?0507352?	IL0000034355	JUNCTION OF 45TH ST AND COOKSON ROAD 	FAIRMONT CITY	62201	ST. CLAIR			N	?+38.648000?	?-90.099000? 	4/7/2016
?05?	IL	OTTAWA RADIATION AREAS		?0500634?	ILD980606750	"RTE 6 & RTE 71, OTTAWA AREA "	OTTAWA	61350	LA SALLE			N	?+41.351660?	?-088.836110? 	10/14/1992
?05?	IL	OUTBOARD MARINE CORP.		?0500083?	ILD000802827	200 SEA HORSE DR 	WAUKEGAN	60085	LAKE			N	?+42.365280?	?-087.821110? 	9/8/1983
?05?	IL	PAGEL'S PIT		?0500628?	ILD980606685	BAXTER & LINDENWOOD RD 	ROCKFORD	61109	WINNEBAGO			N	?+42.158330?	?-089.056660? 	6/10/1986
?05?	IL	PARSONS CASKET HARDWARE CO.		?0500189?	ILD005252432	424 FAIRVIEW AVENUE 	BELVIDERE	61008	BOONE			N	?+42.269200?	?-088.836000? 	7/22/1987
?05?	IL	SANDOVAL ZINC COMPANY		?0500360?	ILD053980454	BOX 263 SMELTER ROAD HIGHWAY 51 	SANDOVAL	62882	MARION			N	?+38.613061?	?-089.108251? 	9/16/2011
?05?	IL	SANGAMO ELECTRIC DUMP/CRAB ORCHARD NATIONAL WILDLIFE REFUGE (USDOI)		?0501181?	IL8143609487	EAST OF STATE ROUTE 148 	CARTERVILLE	62959	WILLIAMSON			Y	?+37.693190?	?-089.014720? 	7/22/1987
?05?	IL	SAVANNA ARMY DEPOT ACTIVITY		?0501174?	IL3210020803	7MI N OF SAVANNA ON RTE 84 	SAVANNA	61074	JO DAVIESS			Y	?+42.210000?	?-090.313330? 	3/31/1989
?05?	IL	SOUTHEAST ROCKFORD GROUND WATER CONTAMINATION		?0500955?	ILD981000417	2613 S 11TH ST 	ROCKFORD	61109	WINNEBAGO			N	?+42.230680?	?-089.071110? 	3/31/1989
?05?	IL	"TRI-COUNTY LANDFILL CO./WASTE MANAGEMENT OF ILLINOIS, INC."		?0500340?	ILD048306138	7N 904 ILLINOIS ROUTE 25 	ELGIN	60177	KANE			N	?+41.983200?	?-088.271200? 	3/31/1989
?05?	IL	VELSICOL CHEMICAL CORP. (MARSHALL PLANT)		?0500092?	ILD000814673	RTE 1 1MI N OF MARSHALL 	MARSHALL	62441	CLARK			N	?+39.410830?	?-087.699160? 	9/8/1983
?05?	IL	WAUCONDA SAND & GRAVEL		?0500332?	ILD047019732	BONNER & GARLAND RD 	WAUCONDA	60084	LAKE			N	?+42.281380?	?-088.137500? 	9/8/1983
?05?	IL	WOODSTOCK MUNICIPAL LANDFILL		?0500585?	ILD980605943	DAVIS ROAD 	WOODSTOCK	60098	MCHENRY			N	?+42.292300?	?-088.440200? 	10/4/1989
?05?	IL	YEOMAN CREEK LANDFILL		?0500574?	ILD980500102	1011 WASHINGTON STREET 	WAUKEGAN	60085	LAKE			N	?+42.388880?	?-087.848610? 	3/31/1989
?05?	IN	"AMERICAN CHEMICAL SERVICE, INC."		?0501373?	IND016360265	420 SOUTH COLFAX AVENUE 	GRIFFITH	46319	LAKE			N	?+41.514200?	?-87.419100? 	9/21/1984
?05?	IN	BECK'S LAKE		?0501954?	IND980904379	INTERSECTION OF WASHINGTON AND FALCON STREETS 	SOUTH BEND	46619	ST. JOSEPH			N	?+41.676580?	?-086.297513? 	12/12/2013
?05?	IN	BENNETT STONE QUARRY		?0501343?	IND006418651	ST RTE 37 & ST RTE 46 	BLOOMINGTON	47401	MONROE			N	?+39.190200?	?-86.561200? 	9/21/1984
?05?	IN	CAM-OR INC.		?0501297?	IND005480462	STATE ROAD 2 AND HIGHWAY 421 	WESTVILLE	46391	LA PORTE			N	?+41.546520?	?-86.899300? 	3/6/1998
?05?	IN	CONRAIL RAIL YARD (ELKHART)		?0501199?	IND000715490	SR 33 	ELKHART	46514	ELKHART			N	?+41.663400?	?-86.011500? 	8/30/1990
?05?	IN	CONTINENTAL STEEL CORP.		?0501228?	IND001213503	W MARKLAND AVE 	KOKOMO	46902	HOWARD			N	?+40.474160?	?-86.156290? 	3/31/1989
?05?	IN	"DOUGLASS ROAD/UNIROYAL, INC., LANDFILL"		?0501696?	IND980607881	NW INTERSECTION OF DOUGLASS AND GRAPE RD 	MISHAWAKA	46544	ST. JOSEPH			N	?+41.713200?	?-86.192600? 	3/31/1989
?05?	IN	ELM STREET GROUND WATER CONTAMINATION		?0509938?	INN000509938	ELM STREET AND HIGHWAY 41 	TERRE HAUTE	47807	VIGO			N	?+39.476586?	?-87.414319? 	3/7/2007
?05?	IN	ENVIROCHEM CORP.		?0501540?	IND084259951	865 SOUTH STATE ROAD 421 	ZIONSVILLE	46077	BOONE			N	?+40.030000?	?-86.278330? 	9/8/1983
?05?	IN	FISHER-CALO		?0501504?	IND074315896	PO BOX 684 KINGSBURY IND PK 	LA PORTE	46350	LA PORTE			N	?+41.508100?	?-86.670900? 	9/8/1983
?05?	IN	FORT WAYNE REDUCTION DUMP		?0501799?	IND980679542	5225 OLD MAUMEE RD 	FORT WAYNE	46803	ALLEN			N	?+41.075000?	?-85.066660? 	6/10/1986
?05?	IN	GALEN MYERS DUMP/DRUM SALVAGE		?0501967?	IND980999635	11303 EDISON 	OSCEOLA	46561	ST. JOSEPH			N	?+41.695830?	?-086.087500? 	3/31/1989
?05?	IN	GARDEN CITY GROUND WATER PLUME		?0508642?	INN000508642	Intersection of Jonesville Road (State Road 11) and County Road 100 South (aka Garden Street)	GARDEN CITY	47201	BARTHOLOMEW			N	?+39.186039?	?-085.930447? 	12/12/2013
?05?	IN	GARY DEVELOPMENT LANDFILL		?0501517?	IND077005916	479 N. CLINE AVENUE 	GARY	46406	LAKE			N	?+41.365062?	?-087.253521? 	9/16/2011
?05?	IN	HIMCO DUMP		?0501596?	IND980500292	COUNTY ROAD 10 AND NAPANEE EXTENSION 	ELKHART	46514	ELKHART			N	?+41.707300?	?-86.008400? 	2/21/1990
?05?	IN	JACOBSVILLE NEIGHBORHOOD SOIL CONTAMINATION		?0508142?	INN000508142	MAIN AND ILLINOIS 	EVANSVILLE	47710	VANDERBURGH			N	?+37.979290?	?-087.563980? 	7/22/2004
?05?	IN	KEYSTONE CORRIDOR GROUND WATER CONTAMINATION		?0510399?	INN000510399	INTERSECTION OF N. KEYSTONE AVE AND E. FALL CREEK PKWY N. DRIVE	INDIANAPOLIS	46205	MARION			N	?+39.834821?	?-086.121713? 	12/12/2013
?05?	IN	KOKOMO CONTAMINATED GROUND WATER PLUME		?0510479?	INN000510479	INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE 	KOKOMO	46901	HOWARD			N	?+40.479444?	?-86.114128? 	3/26/2015
?05?	IN	LAKE SANDY JO (M&M LANDFILL)		?0501611?	IND980500524	3615 WEST 25TH AVENUE 	GARY	46404	LAKE			N	?+41.570830?	?-087.382230? 	9/8/1983
?05?	IN	"LAKELAND DISPOSAL SERVICE, INC."		?0501482?	IND064703200	RURAL ROUTE 1 	CLAYPOOL	46510	KOSCIUSKO			N	?+41.147500?	?-085.917210? 	3/31/1989
?05?	IN	LANE STREET GROUND WATER CONTAMINATION		?0510229?	INN000510229	LANE STREET AT COUNTY ROAD 106 	ELKHART	46514	ELKHART			N	?+41.71638?	?-085.92083? 	9/23/2009
?05?	IN	LEMON LANE LANDFILL		?0501812?	IND980794341	LEMON LANE 	BLOOMINGTON	47401	MONROE			N	?+39.173100?	?-086.559800? 	9/8/1983
?05?	IN	LUSHER STREET GROUND WATER CONTAMINATION		?0500018?	IND982073785	IN THE VICINITY OF 1619 AVALON STREET 	Elkhart	46516	ELKHART			N	?+41.672861?	?-085.996356? 	3/19/2008
?05?	IN	MAIN STREET WELL FIELD		?0501813?	IND980794358	1120 N MAIN ST 	ELKHART	46514	ELKHART			N	?+41.696380?	?-085.979160? 	9/8/1983
?05?	IN	MARION (BRAGG) DUMP		?0501814?	IND980794366	2627-2629 CENTRAL AVE 	MARION	46952	GRANT			N	?+40.537780?	?-085.633060? 	9/8/1983
?05?	IN	MIDCO I		?0501761?	IND980615421	7400 W 15TH AVE 	GARY	46401	LAKE			N	?+41.589500?	?-087.428400? 	9/8/1983
?05?	IN	MIDCO II		?0501800?	IND980679559	5900 INDUSTRIAL HIGHWAY 	GARY	46406	LAKE			N	?+41.622780?	?-087.408610? 	6/10/1986
?05?	IN	NEAL'S LANDFILL (BLOOMINGTON)		?0501759?	IND980614556	HWY #48 	BLOOMINGTON	47401	MONROE			N	?+39.166700?	?-086.640500? 	9/8/1983
?05?	IN	NINTH AVENUE DUMP		?0501816?	IND980794432	7357 W NINTH AVE 	GARY	46402	LAKE			N	?+41.593400?	?-087.429000? 	9/8/1983
?05?	IN	NORTH SHORE DRIVE		?0507828?	INSFN0507828	NORTH SHORE DRIVE 	ELKHART	46514	ELKHART			N	?+41.684722?	?-86.055000? 	9/22/2014
?05?	IN	"NORTHSIDE SANITARY LANDFILL, INC"		?0501442?	IND050530872	985 S ST RD 421 	ZIONSVILLE	46077	BOONE			N	?+40.028330?	?-086.273330? 	9/21/1984
?05?	IN	PIKE AND MULBERRY STREETS PCE PLUME		?0508678?	INN000508678	INTERSECTION OF PIKE AND MULBERRY STREET 	MARTINSVILLE	46151	MORGAN			N	?+39.427222?	?-086.428333? 	5/24/2013
?05?	IN	PRESTOLITE BATTERY DIVISION		?0501330?	IND006377048	US HIGHWAY 41N 	VINCENNES	47591	KNOX			N	?+38.691660?	?-087.501660? 	10/4/1989
?05?	IN	REILLY TAR & CHEMICAL CORP. (INDIANAPOLIS PLANT)		?0501215?	IND000807107	1500 S TIBBS AVE 	INDIANAPOLIS	46241	MARION			N	?+39.740280?	?-086.218330? 	9/21/1984
?05?	IN	SEYMOUR RECYCLING CORP.		?0501404?	IND040313017	G AVE WEST - FREEMAN MUNICIPAL AIRPORT 	SEYMOUR	47274	JACKSON			N	?+38.935200?	?-085.921300? 	9/8/1983
?05?	IN	"TIPPECANOE SANITARY LANDFILL, INC."		?0501964?	IND980997639	"2801 NORTH 9TH RD, 1/2 MI N OF US 52 "	LAFAYETTE	47905	TIPPECANOE			N	?+40.456110?	?-086.872210? 	8/30/1990
?05?	IN	"U.S. SMELTER AND LEAD REFINERY, INC."		?0501433?	IND047030226	5300 KENNEDY AVE 	EAST CHICAGO	46312	LAKE			N	?+41.616758?	?-087.464046? 	4/9/2009
?05?	IN	WAYNE WASTE OIL		?0501439?	IND048989479	DANIEL DR PO BOX 467 	COLUMBIA CITY	46725	WHITLEY			N	?+41.152500?	?-085.476110? 	9/8/1983
?05?	IN	WEST VERMONT DRINKING WATER CONTAMINATION		?0510429?	INN000510429	INTERSECTION OF WEST VERMONT ST AND COSSELL ROAD 	INDIANAPOLIS	46222	MARION			N	??	?? 	9/9/2016
?05?	MI	ADAM'S PLATING		?0502388?	MID006522791	521 NORTH ROSEMARY 	LANSING	48917	INGHAM			N	?+42.739430?	?-84.587780? 	3/31/1989
?05?	MI	AIRCRAFT COMPONENTS (D & L SALES)		?0507629?	MI0001119106	671 NORTH SHORE DRIVE 	BENTON HARBOR	49022	BERRIEN			N	?+42.126940?	?-86.454440? 	6/17/1996
?05?	MI	ALBION-SHERIDAN TOWNSHIP LANDFILL		?0502775?	MID980504450	13355 29 MILE ROAD 	ALBION	49224	CALHOUN			N	?+42.249550?	?-84.719500? 	10/4/1989
?05?	MI	"ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER"		?0502325?	MID006007306	320 EAST ALCOTT STREET 	KALAMAZOO	49003	KALAMAZOO			N	?+42.303330?	?-85.576080? 	8/30/1990
?05?	MI	"AMERICAN ANODCO, INC."		?0502369?	MID006029102	28 NORTH BEARDSLEY STREET 	IONIA	48846	IONIA			N	?+42.987500?	?-85.030000? 	3/31/1989
?05?	MI	"AUTO ION CHEMICALS, INC."		?0503012?	MID980794382	74 MILL STREET 	KALAMAZOO	49006	KALAMAZOO			N	?+42.293880?	?-85.567210? 	9/8/1983
?05?	MI	"BARRELS, INC."		?0502424?	MID017188673	1404 NORTH LARCH STREET 	LANSING	48906	INGHAM			N	?+42.749030?	?-84.543330? 	10/4/1989
?05?	MI	BENDIX CORP./ALLIED AUTOMOTIVE		?0502238?	MID005107222	3737 RED ARROW HIGHWAY 	ST. JOSEPH	49085	BERRIEN			N	?+42.049450?	?-86.511950? 	2/21/1990
?05?	MI	"BOFORS NOBEL, INC."		?0502372?	MID006030373	5025 EVANSTON AVE 	MUSKEGON	49442	MUSKEGON			N	?+43.209360?	?-86.117460? 	3/31/1989
?05?	MI	BUTTERWORTH #2 LANDFILL		?0502576?	MID062222997	1450 BUTTERWORTH ST SW 	GRAND RAPIDS	49504	KENT			N	?+42.952210?	?-85.700280? 	9/8/1983
?05?	MI	"CANNELTON INDUSTRIES, INC."		?0502931?	MID980678627	ADDRESS UNREPORTED 	SAULT STE MARIE	49783	CHIPPEWA			N	?+46.488880?	?-84.393060? 	8/30/1990
?05?	MI	CHEM CENTRAL		?0502743?	MID980477079	2940 STAFFORD AVE SW 	WYOMING TOWNSHIP	49548	KENT			N	?+42.910000?	?-85.674160? 	9/8/1983
?05?	MI	CLARE WATER SUPPLY		?0502719?	MID980002273	CITY HALL 202 W 5TH ST 	CLARE	48617	CLARE			N	?+43.815000?	?-84.762500? 	9/21/1984
?05?	MI	DSC MCLOUTH STEEL GIBRALTAR PLANT		?0510362?	MIN000510362	28000 WEST JEFFERSON STREET 	GIBRALTAR	48173	WAYNE			N	?+42.103075?	?-83.200292? 	3/26/2015
?05?	MI	DUELL & GARDNER LANDFILL		?0502793?	MID980504716	1285 E BARD RD 	DALTON TOWNSHIP	49445	MUSKEGON			N	?+43.319430?	?-86.208330? 	9/8/1983
?05?	MI	ELECTROVOICE		?0502237?	MID005068143	600 CECIL STREET 	BUCHANAN	49107	BERRIEN			N	?+41.820600?	?-86.354500? 	9/21/1984
?05?	MI	FOREST WASTE PRODUCTS		?0502734?	MID980410740	8359 E FARRAND RD 	OTISVILLE	48463	GENESEE			N	?+43.198330?	?-83.545830? 	9/8/1983
?05?	MI	G&H LANDFILL		?0502735?	MID980410823	3160 23 MILE RD 	UTICA	48316	MACOMB			N	?+42.664710?	?-083.077760? 	9/8/1983
?05?	MI	GRAND TRAVERSE OVERALL SUPPLY CO.		?0502432?	MID017418559	10725 CHERRY BEND RD 	GREILICKVILLE	49684	LEELANAU			N	?+44.794400?	?-085.638200? 	9/8/1983
?05?	MI	GRATIOT COUNTY LANDFILL		?0502802?	MID980506281	585 EAST JACKSON ROAD 	ST. LOUIS	48880	GRATIOT			N	?+43.395000?	?-084.595280? 	9/8/1983
?05?	MI	"H. BROWN CO., INC."		?0502419?	MID017075136	2200 TURNER AVENUE NORTHWEST 	GRAND RAPIDS	49544	KENT			N	?+43.003330?	?-85.678330? 	6/10/1986
?05?	MI	HEDBLUM INDUSTRIES		?0503014?	MID980794408	1000 AUSABLE RD 	OSCODA	48750	IOSCO			N	?+44.411300?	?-83.346900? 	9/8/1983
?05?	MI	HI-MILL MANUFACTURING CO.		?0502256?	MID005341714	1704 HIGHLAND RD 	HIGHLAND	48356	OAKLAND			N	?+42.649830?	?-83.593080? 	2/21/1990
?05?	MI	IONIA CITY LANDFILL		?0503015?	MID980794416	CLEVELAND STREET 	IONIA	48846	IONIA			N	?+42.976660?	?-85.046110? 	9/8/1983
?05?	MI	J & L LANDFILL		?0502882?	MID980609440	HAMLIN RD 	ROCHESTER HILLS	48307	OAKLAND			N	?+42.655600?	?-083.095900? 	3/31/1989
?05?	MI	K&L AVENUE LANDFILL		?0502812?	MID980506463	8606 WEST K L AVE 	OSHTEMO TOWNSHIP	49009	KALAMAZOO			N	?+42.283330?	?-085.718880? 	9/8/1983
?05?	MI	KAYDON CORP.		?0502342?	MID006016703	2860 MCCRACKEN AVE 	MUSKEGON	49441	MUSKEGON			N	?+43.200700?	?-086.290800? 	2/21/1990
?05?	MI	KENTWOOD LANDFILL		?0502165?	MID000260281	4900 WALMA AVENUE 	KENTWOOD	49512	KENT			N	?+42.873800?	?-085.590600? 	9/8/1983
?05?	MI	KYSOR INDUSTRIAL CORP.		?0502480?	MID043681840	1100 WRIGHT STREET 	CADILLAC	49601	WEXFORD			N	?+44.256800?	?-085.422600? 	10/4/1989
?05?	MI	"LIQUID DISPOSAL, INC."		?0502593?	MID067340711	3901 HAMLIN ROAD 	UTICA	48317	MACOMB			N	?+42.652780?	?-083.073610? 	9/8/1983
?05?	MI	MCGRAW EDISON CORP.		?0502254?	MID005339676	704 N CLARK ST 	ALBION	49224	CALHOUN			N	?+42.252210?	?-084.733060? 	9/8/1983
?05?	MI	METAMORA LANDFILL		?0502819?	MID980506562	1636 DRYDEN ROAD 	METAMORA	48455	LAPEER			N	?+42.946950?	?-083.274430? 	9/21/1984
?05?	MI	MICHIGAN DISPOSAL SERVICE (CORK STREET LANDFILL)		?0502202?	MID000775957	2800 E CORK ST 	KALAMAZOO	49001	KALAMAZOO			N	?+42.254500?	?-085.543300? 	2/21/1990
?05?	MI	"MOTOR WHEEL, INC."		?0502997?	MID980702989	2401 N HIGH ST (REAR) 	LANSING TOWNSHIP	48906	INGHAM			N	?+42.760830?	?-084.535000? 	6/10/1986
?05?	MI	MUSKEGON CHEMICAL CO.		?0502603?	MID072569510	1725 WARNER ST 	WHITEHALL	49461	MUSKEGON			N	?+43.389100?	?-086.334000? 	2/21/1990
?05?	MI	NORTH BRONSON INDUSTRIAL AREA		?0502310?	MID005480900	135 INDUSTRIAL AVE 	BRONSON	49028	BRANCH			N	?+41.880280?	?-085.193330? 	6/10/1986
?05?	MI	NORTHERNAIRE PLATING		?0502440?	MID020883609	1002 6TH ST 	CADILLAC	49601	WEXFORD			N	?+44.265000?	?-085.410000? 	9/8/1983
?05?	MI	"ORGANIC CHEMICALS, INC."		?0503649?	MID990858003	3291 CHICAGO DRIVE SOUTHWEST 	GRANDVILLE	49418	KENT			N	?+42.917800?	?-085.747500? 	9/8/1983
?05?	MI	OTT/STORY/CORDOVA CHEMICAL CO.		?0502566?	MID060174240	500 AGARD RD 	DALTON TOWNSHIP	49445	MUSKEGON			N	?+43.303330?	?-086.256660? 	9/8/1983
?05?	MI	PACKAGING CORP. OF AMERICA		?0503026?	MID980794747	EAST LAKE SIDE RD STROMAC TWP 	FILER CITY	49634	MANISTEE			N	?+44.226380?	?-086.273330? 	9/8/1983
?05?	MI	"PARSONS CHEMICAL WORKS, INC."		?0502742?	MID980476907	BOX 146 RFD 	GRAND LEDGE	48837	EATON			N	?+42.754700?	?-084.767700? 	3/31/1989
?05?	MI	PEERLESS PLATING CO.		?0502373?	MID006031348	2554 GETTY STREET 	MUSKEGON	49444	MUSKEGON			N	?+43.205600?	?-086.223700? 	8/30/1990
?05?	MI	PMC GROUNDWATER		?0502332?	MID006013049	200 W LAKE ST 	PETOSKEY	49770	EMMET			N	?+45.376000?	?-084.964000? 	9/8/1983
